Unnamed: 0,Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Home Team Initials,Away Team Initials,Score,GoalDifference,HomeWin
321,1982,18 Jun 1982 - 21:00 ,Group 3,Jose Rico Perez,Alicante ,Argentina,4.0,1.0,Hungary, ,32093.0,2.0,0.0,ARG,HUN,4.0 - 1.0,3.0,True
322,1982,18 Jun 1982 - 21:00 ,Group 6,Benito Villamarin,Seville ,Brazil,4.0,1.0,Scotland, ,47379.0,1.0,1.0,BRA,SCO,4.0 - 1.0,3.0,True
323,1982,19 Jun 1982 - 19:15 ,Group 1,Riazor,La Coru�A ,Poland,0.0,0.0,Cameroon, ,19000.0,0.0,0.0,POL,CMR,0.0 - 0.0,0.0,False
324,1982,19 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Elche ,Belgium,1.0,0.0,El Salvador, ,15000.0,1.0,0.0,BEL,SLV,1.0 - 0.0,1.0,True
325,1982,19 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Malaga ,Soviet Union,3.0,0.0,New Zealand, ,19000.0,1.0,0.0,URS,NZL,3.0 - 0.0,3.0,True
326,1982,20 Jun 1982 - 17:15 ,Group 2,El Molinon,Gijon ,Germany FR,4.0,1.0,Chile, ,42000.0,1.0,0.0,FRG,CHI,4.0 - 1.0,3.0,True
327,1982,20 Jun 1982 - 17:15 ,Group 4,San Mames,Bilbao ,England,2.0,0.0,Czechoslovakia, ,41123.0,0.0,0.0,ENG,TCH,2.0 - 0.0,2.0,True
328,1982,20 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Valencia ,Spain,2.0,1.0,Yugoslavia, ,48000.0,1.0,1.0,ESP,YUG,2.0 - 1.0,1.0,True
329,1982,21 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Oviedo ,Algeria,0.0,2.0,Austria, ,22000.0,0.0,0.0,ALG,AUT,0.0 - 2.0,2.0,False
330,1982,21 Jun 1982 - 17:15 ,Group 4,Jose Zorrilla,Valladolid ,France,4.0,1.0,Kuwait, ,30043.0,2.0,0.0,FRA,KUW,4.0 - 1.0,3.0,True
331,1982,21 Jun 1982 - 21:00 ,Group 5,La Romareda,Zaragoza ,Honduras,1.0,1.0,Northern Ireland, ,15000.0,0.0,1.0,HON,NIR,1.0 - 1.0,0.0,False
332,1982,22 Jun 1982 - 17:15 ,Group 1,Riazor,La Coru�A ,Poland,5.0,1.0,Peru, ,25000.0,0.0,0.0,POL,PER,5.0 - 1.0,4.0,True
333,1982,22 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Elche ,Belgium,1.0,1.0,Hungary, ,37000.0,0.0,1.0,BEL,HUN,1.0 - 1.0,0.0,False
334,1982,22 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Malaga ,Soviet Union,2.0,2.0,Scotland, ,45000.0,0.0,1.0,URS,SCO,2.0 - 2.0,0.0,False
335,1982,23 Jun 1982 - 17:15 ,Group 1,Estadio Municipal de Bala�dos,Vigo ,Italy,1.0,1.0,Cameroon, ,20000.0,0.0,0.0,ITA,CMR,1.0 - 1.0,0.0,False
336,1982,23 Jun 1982 - 21:00 ,Group 3,Jose Rico Perez,Alicante ,Argentina,2.0,0.0,El Salvador, ,32500.0,1.0,0.0,ARG,SLV,2.0 - 0.0,2.0,True
337,1982,23 Jun 1982 - 21:00 ,Group 6,Benito Villamarin,Seville ,Brazil,4.0,0.0,New Zealand, ,43000.0,2.0,0.0,BRA,NZL,4.0 - 0.0,4.0,True
338,1982,24 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Oviedo ,Algeria,3.0,2.0,Chile, ,16000.0,3.0,0.0,ALG,CHI,3.0 - 2.0,1.0,True
339,1982,24 Jun 1982 - 17:15 ,Group 4,Jose Zorrilla,Valladolid ,France,1.0,1.0,Czechoslovakia, ,28000.0,0.0,0.0,FRA,TCH,1.0 - 1.0,0.0,False
340,1982,24 Jun 1982 - 21:00 ,Group 5,La Romareda,Zaragoza ,Honduras,0.0,1.0,Yugoslavia, ,25000.0,0.0,0.0,HON,YUG,0.0 - 1.0,1.0,False
341,1982,25 Jun 1982 - 17:15 ,Group 2,El Molinon,Gijon ,Germany FR,1.0,0.0,Austria, ,41000.0,1.0,0.0,FRG,AUT,1.0 - 0.0,1.0,True
342,1982,25 Jun 1982 - 17:15 ,Group 4,San Mames,Bilbao ,England,1.0,0.0,Kuwait, ,39700.0,1.0,0.0,ENG,KUW,1.0 - 0.0,1.0,True
343,1982,25 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Valencia ,Northern Ireland,1.0,0.0,Spain, ,49562.0,0.0,0.0,NIR,ESP,1.0 - 0.0,1.0,True
344,1982,28 Jun 1982 - 17:15 ,Group 4,Vicente Calderon,Madrid ,Austria,0.0,1.0,France, ,37000.0,0.0,1.0,AUT,FRA,0.0 - 1.0,1.0,False
345,1982,28 Jun 1982 - 21:00 ,Group 1,Camp Nou,Barcelona ,Poland,3.0,0.0,Belgium, ,65000.0,2.0,0.0,POL,BEL,3.0 - 0.0,3.0,True
346,1982,29 Jun 1982 - 17:15 ,Group 3,Sarria,Barcelona ,Italy,2.0,1.0,Argentina, ,43000.0,0.0,0.0,ITA,ARG,2.0 - 1.0,1.0,True
347,1982,29 Jun 1982 - 21:00 ,Group 2,Santiago Bernabeu,Madrid ,Germany FR,0.0,0.0,England, ,75000.0,0.0,0.0,FRG,ENG,0.0 - 0.0,0.0,False
348,1982,01 Jul 1982 - 17:15 ,Group 4,Vicente Calderon,Madrid ,Austria,2.0,2.0,Northern Ireland, ,20000.0,0.0,1.0,AUT,NIR,2.0 - 2.0,0.0,False
349,1982,01 Jul 1982 - 21:00 ,Group 1,Camp Nou,Barcelona ,Belgium,0.0,1.0,Soviet Union, ,45000.0,0.0,0.0,BEL,URS,0.0 - 1.0,1.0,False
350,1982,02 Jul 1982 - 17:15 ,Group 3,Sarria,Barcelona ,Argentina,1.0,3.0,Brazil, ,44000.0,0.0,1.0,ARG,BRA,1.0 - 3.0,2.0,False
351,1982,02 Jul 1982 - 21:00 ,Group 2,Santiago Bernabeu,Madrid ,Germany FR,2.0,1.0,Spain, ,90089.0,0.0,0.0,FRG,ESP,2.0 - 1.0,1.0,True
352,1982,04 Jul 1982 - 17:15 ,Group 4,Vicente Calderon,Madrid ,France,4.0,1.0,Northern Ireland, ,37000.0,1.0,0.0,FRA,NIR,4.0 - 1.0,3.0,True
353,1982,04 Jul 1982 - 21:00 ,Group 1,Camp Nou,Barcelona ,Poland,0.0,0.0,Soviet Union, ,65000.0,0.0,0.0,POL,URS,0.0 - 0.0,0.0,False
354,1982,05 Jul 1982 - 17:15 ,Group 3,Sarria,Barcelona ,Italy,3.0,2.0,Brazil, ,44000.0,2.0,1.0,ITA,BRA,3.0 - 2.0,1.0,True
355,1982,05 Jul 1982 - 21:00 ,Group 2,Santiago Bernabeu,Madrid ,Spain,0.0,0.0,England, ,75000.0,0.0,0.0,ESP,ENG,0.0 - 0.0,0.0,False
356,1982,08 Jul 1982 - 17:15 ,Semi-finals,Camp Nou,Barcelona ,Poland,0.0,2.0,Italy, ,50000.0,0.0,1.0,POL,ITA,0.0 - 2.0,2.0,False
357,1982,08 Jul 1982 - 21:00 ,Semi-finals,Ramon Sanchez Pizjuan,Seville ,Germany FR,3.0,3.0,France, win on penalties (5 - 4) ,70000.0,0.0,0.0,FRG,FRA,3.0 - 3.0,0.0,False
358,1982,10 Jul 1982 - 20:00 ,Match for third place,Jose Rico Perez,Alicante ,Poland,3.0,2.0,France, ,28000.0,2.0,1.0,POL,FRA,3.0 - 2.0,1.0,True
359,1982,11 Jul 1982 - 20:00 ,Final,Santiago Bernabeu,Madrid ,Italy,3.0,1.0,Germany FR, ,90000.0,0.0,0.0,ITA,FRG,3.0 - 1.0,2.0,True
360,1986,31 May 1986 - 12:00 ,Group A,Estadio Azteca,Mexico City ,Bulgaria,1.0,1.0,Italy, ,96000.0,0.0,1.0,BUL,ITA,1.0 - 1.0,0.0,False
361,1986,01 Jun 1986 - 16:00 ,Group C,Nou Camp - Estadio Le�n,Leon ,Canada,0.0,1.0,France, ,65500.0,0.0,0.0,CAN,FRA,0.0 - 1.0,1.0,False
362,1986,01 Jun 1986 - 12:00 ,Group D,Jalisco,Guadalajara ,Spain,0.0,1.0,Brazil, ,35748.0,0.0,0.0,ESP,BRA,0.0 - 1.0,1.0,False
363,1986,02 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Irapuato ,Soviet Union,6.0,0.0,Hungary, ,16500.0,3.0,0.0,URS,HUN,6.0 - 0.0,6.0,True
364,1986,02 Jun 1986 - 12:00 ,Group A,Estadio Ol�mpico Universitario,Mexico City ,Argentina,3.0,1.0,Korea Republic, ,60000.0,2.0,0.0,ARG,KOR,3.0 - 1.0,2.0,True
365,1986,02 Jun 1986 - 16:00 ,Group F,Estadio Universitario,Monterrey ,Morocco,0.0,0.0,Poland, ,19900.0,0.0,0.0,MAR,POL,0.0 - 0.0,0.0,False
366,1986,03 Jun 1986 - 12:00 ,Group D,Tres de Marzo,Guadalajara ,Algeria,1.0,1.0,Northern Ireland, ,22000.0,0.0,1.0,ALG,NIR,1.0 - 1.0,0.0,False
367,1986,03 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico City ,Belgium,1.0,2.0,Mexico, ,110000.0,1.0,2.0,BEL,MEX,1.0 - 2.0,1.0,False
368,1986,03 Jun 1986 - 16:00 ,Group F,Tecnologico,Monterrey ,Portugal,1.0,0.0,England, ,23000.0,0.0,0.0,POR,ENG,1.0 - 0.0,1.0,True
369,1986,04 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Toluca ,Paraguay,1.0,0.0,Iraq, ,24000.0,1.0,0.0,PAR,IRQ,1.0 - 0.0,1.0,True
370,1986,04 Jun 1986 - 16:00 ,Group E,Neza,Nezahualcoyotl ,Scotland,0.0,1.0,Denmark, ,18000.0,0.0,0.0,SCO,DEN,0.0 - 1.0,1.0,False
371,1986,04 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Queretaro ,Uruguay,1.0,1.0,Germany FR, ,30500.0,1.0,0.0,URU,FRG,1.0 - 1.0,0.0,False
372,1986,05 Jun 1986 - 12:00 ,Group A,Cuauhtemoc,Puebla ,Italy,1.0,1.0,Argentina, ,32000.0,1.0,1.0,ITA,ARG,1.0 - 1.0,0.0,False
373,1986,05 Jun 1986 - 12:00 ,Group C,Nou Camp - Estadio Le�n,Leon ,France,1.0,1.0,Soviet Union, ,36540.0,0.0,0.0,FRA,URS,1.0 - 1.0,0.0,False
374,1986,05 Jun 1986 - 16:00 ,Group A,Estadio Ol�mpico Universitario,Mexico City ,Korea Republic,1.0,1.0,Bulgaria, ,45000.0,0.0,1.0,KOR,BUL,1.0 - 1.0,0.0,False
375,1986,06 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Irapuato ,Hungary,2.0,0.0,Canada, ,13800.0,1.0,0.0,HUN,CAN,2.0 - 0.0,2.0,True
376,1986,06 Jun 1986 - 12:00 ,Group D,Jalisco,Guadalajara ,Brazil,1.0,0.0,Algeria, ,48000.0,0.0,0.0,BRA,ALG,1.0 - 0.0,1.0,True
377,1986,06 Jun 1986 - 16:00 ,Group F,Tecnologico,Monterrey ,England,0.0,0.0,Morocco, ,20200.0,0.0,0.0,ENG,MAR,0.0 - 0.0,0.0,False
378,1986,07 Jun 1986 - 12:00 ,Group D,Tres de Marzo,Guadalajara ,Northern Ireland,1.0,2.0,Spain, ,28000.0,0.0,2.0,NIR,ESP,1.0 - 2.0,1.0,False
379,1986,07 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico City ,Mexico,1.0,1.0,Paraguay, ,114600.0,1.0,0.0,MEX,PAR,1.0 - 1.0,0.0,False
380,1986,07 Jun 1986 - 16:00 ,Group F,Estadio Universitario,Monterrey ,Poland,1.0,0.0,Portugal, ,19915.0,0.0,0.0,POL,POR,1.0 - 0.0,1.0,True
381,1986,08 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Toluca ,Iraq,1.0,2.0,Belgium, ,20000.0,0.0,2.0,IRQ,BEL,1.0 - 2.0,1.0,False
382,1986,08 Jun 1986 - 16:00 ,Group E,Neza,Nezahualcoyotl ,Denmark,6.0,1.0,Uruguay, ,26500.0,2.0,1.0,DEN,URU,6.0 - 1.0,5.0,True
383,1986,08 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Queretaro ,Germany FR,2.0,1.0,Scotland, ,30000.0,1.0,1.0,FRG,SCO,2.0 - 1.0,1.0,True
384,1986,09 Jun 1986 - 12:00 ,Group C,Nou Camp - Estadio Le�n,Leon ,Hungary,0.0,3.0,France, ,31420.0,0.0,1.0,HUN,FRA,0.0 - 3.0,3.0,False
385,1986,09 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Irapuato ,Soviet Union,2.0,0.0,Canada, ,14200.0,0.0,0.0,URS,CAN,2.0 - 0.0,2.0,True
386,1986,10 Jun 1986 - 12:00 ,Group A,Cuauhtemoc,Puebla ,Korea Republic,2.0,3.0,Italy, ,20000.0,0.0,1.0,KOR,ITA,2.0 - 3.0,1.0,False
387,1986,10 Jun 1986 - 12:00 ,Group A,Estadio Ol�mpico Universitario,Mexico City ,Argentina,2.0,0.0,Bulgaria, ,65000.0,1.0,0.0,ARG,BUL,2.0 - 0.0,2.0,True
388,1986,11 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Toluca ,Paraguay,2.0,2.0,Belgium, ,16000.0,0.0,1.0,PAR,BEL,2.0 - 2.0,0.0,False
389,1986,11 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico City ,Iraq,0.0,1.0,Mexico, ,103763.0,0.0,0.0,IRQ,MEX,0.0 - 1.0,1.0,False
390,1986,11 Jun 1986 - 16:00 ,Group F,Tres de Marzo,Guadalajara ,Portugal,1.0,3.0,Morocco, ,28000.0,0.0,2.0,POR,MAR,1.0 - 3.0,2.0,False
391,1986,11 Jun 1986 - 16:00 ,Group F,Tecnologico,Monterrey ,England,3.0,0.0,Poland, ,22700.0,3.0,0.0,ENG,POL,3.0 - 0.0,3.0,True
392,1986,12 Jun 1986 - 12:00 ,Group D,Jalisco,Guadalajara ,Northern Ireland,0.0,3.0,Brazil, ,51000.0,0.0,2.0,NIR,BRA,0.0 - 3.0,3.0,False
393,1986,12 Jun 1986 - 12:00 ,Group D,Tecnologico,Monterrey ,Algeria,0.0,3.0,Spain, ,23980.0,0.0,1.0,ALG,ESP,0.0 - 3.0,3.0,False
394,1986,13 Jun 1986 - 12:00 ,Group E,Neza,Nezahualcoyotl ,Scotland,0.0,0.0,Uruguay, ,20000.0,0.0,0.0,SCO,URU,0.0 - 0.0,0.0,False
395,1986,13 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Queretaro ,Denmark,2.0,0.0,Germany FR, ,36000.0,1.0,0.0,DEN,FRG,2.0 - 0.0,2.0,True
396,1986,15 Jun 1986 - 16:00 ,Round of 16,Nou Camp - Estadio Le�n,Leon ,Soviet Union,3.0,4.0,Belgium,Belgium win after extra time ,32277.0,0.0,0.0,URS,BEL,3.0 - 4.0,1.0,False
397,1986,15 Jun 1986 - 12:00 ,Round of 16,Estadio Azteca,Mexico City ,Mexico,2.0,0.0,Bulgaria, ,114580.0,1.0,0.0,MEX,BUL,2.0 - 0.0,2.0,True
398,1986,16 Jun 1986 - 16:00 ,Round of 16,Cuauhtemoc,Puebla ,Argentina,1.0,0.0,Uruguay, ,26000.0,1.0,0.0,ARG,URU,1.0 - 0.0,1.0,True
399,1986,16 Jun 1986 - 12:00 ,Round of 16,Jalisco,Guadalajara ,Brazil,4.0,0.0,Poland, ,45000.0,1.0,0.0,BRA,POL,4.0 - 0.0,4.0,True
400,1986,17 Jun 1986 - 12:00 ,Round of 16,Estadio Ol�mpico Universitario,Mexico City ,Italy,0.0,2.0,France, ,70000.0,0.0,1.0,ITA,FRA,0.0 - 2.0,2.0,False
401,1986,17 Jun 1986 - 16:00 ,Round of 16,Estadio Universitario,Monterrey ,Morocco,0.0,1.0,Germany FR, ,19800.0,0.0,0.0,MAR,FRG,0.0 - 1.0,1.0,False
402,1986,18 Jun 1986 - 12:00 ,Round of 16,Estadio Azteca,Mexico City ,England,3.0,0.0,Paraguay, ,98728.0,1.0,0.0,ENG,PAR,3.0 - 0.0,3.0,True
403,1986,18 Jun 1986 - 16:00 ,Round of 16,Estadio Corregidora,Queretaro ,Denmark,1.0,5.0,Spain, ,38500.0,1.0,1.0,DEN,ESP,1.0 - 5.0,4.0,False
404,1986,21 Jun 1986 - 12:00 ,Quarter-finals,Jalisco,Guadalajara ,Brazil,1.0,1.0,France,France win on penalties (3 - 4) ,65000.0,0.0,0.0,BRA,FRA,1.0 - 1.0,0.0,False
405,1986,21 Jun 1986 - 16:00 ,Quarter-finals,Estadio Universitario,Monterrey ,Germany FR,0.0,0.0,Mexico,Germany FR win on penalties (4 - 1) ,41700.0,0.0,0.0,FRG,MEX,0.0 - 0.0,0.0,False
406,1986,22 Jun 1986 - 16:00 ,Quarter-finals,Cuauhtemoc,Puebla ,Spain,1.0,1.0,Belgium,Belgium win on penalties (4 - 5) ,45000.0,0.0,0.0,ESP,BEL,1.0 - 1.0,0.0,False
407,1986,22 Jun 1986 - 12:00 ,Quarter-finals,Estadio Azteca,Mexico City ,Argentina,2.0,1.0,England, ,114580.0,0.0,0.0,ARG,ENG,2.0 - 1.0,1.0,True
408,1986,25 Jun 1986 - 12:00 ,Semi-finals,Jalisco,Guadalajara ,France,0.0,2.0,Germany FR, ,45000.0,0.0,1.0,FRA,FRG,0.0 - 2.0,2.0,False
409,1986,25 Jun 1986 - 16:00 ,Semi-finals,Estadio Azteca,Mexico City ,Argentina,2.0,0.0,Belgium, ,114500.0,0.0,0.0,ARG,BEL,2.0 - 0.0,2.0,True
410,1986,28 Jun 1986 - 12:00 ,Match for third place,Cuauhtemoc,Puebla ,France,4.0,2.0,Belgium,France win after extra time ,21000.0,0.0,0.0,FRA,BEL,4.0 - 2.0,2.0,True
411,1986,29 Jun 1986 - 12:00 ,Final,Estadio Azteca,Mexico City ,Argentina,3.0,2.0,Germany FR, ,114600.0,1.0,0.0,ARG,FRG,3.0 - 2.0,1.0,True
412,1990,08 Jun 1990 - 18:00 ,Group B,Giuseppe Meazza,Milan ,Argentina,0.0,1.0,Cameroon, ,73780.0,0.0,0.0,ARG,CMR,0.0 - 1.0,1.0,False
413,1990,09 Jun 1990 - 17:00 ,Group B,Stadio San Nicola,Bari ,Soviet Union,0.0,2.0,Romania, ,42907.0,0.0,1.0,URS,ROU,0.0 - 2.0,2.0,False
414,1990,09 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,"rn"">United Arab Emirates",0.0,2.0,Colombia, ,30791.0,0.0,0.0,UAE,COL,0.0 - 2.0,2.0,False
415,1990,09 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Rome ,Italy,1.0,0.0,Austria, ,73303.0,0.0,0.0,ITA,AUT,1.0 - 0.0,1.0,True
416,1990,10 Jun 1990 - 17:00 ,Group A,Comunale,Florence ,USA,1.0,5.0,Czechoslovakia, ,33266.0,0.0,2.0,USA,TCH,1.0 - 5.0,4.0,False
417,1990,10 Jun 1990 - 21:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,2.0,1.0,Sweden, ,62628.0,1.0,0.0,BRA,SWE,2.0 - 1.0,1.0,True
418,1990,10 Jun 1990 - 21:00 ,Group D,Giuseppe Meazza,Milan ,Germany FR,4.0,1.0,Yugoslavia, ,74765.0,2.0,0.0,FRG,YUG,4.0 - 1.0,3.0,True
419,1990,11 Jun 1990 - 17:00 ,Group C,Luigi Ferraris,Genoa ,Costa Rica,1.0,0.0,Scotland, ,30867.0,0.0,0.0,CRC,SCO,1.0 - 0.0,1.0,True
420,1990,11 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,1.0,1.0,"rn"">Republic of Ireland", ,35238.0,1.0,0.0,ENG,IRL,1.0 - 1.0,0.0,False
421,1990,12 Jun 1990 - 17:00 ,Group E,Marc Antonio Bentegodi,Verona ,Belgium,2.0,0.0,Korea Republic, ,32790.0,0.0,0.0,BEL,KOR,2.0 - 0.0,2.0,True
422,1990,12 Jun 1990 - 21:00 ,Group F,Della Favorita,Palermo ,Netherlands,1.0,1.0,Egypt, ,33288.0,0.0,0.0,NED,EGY,1.0 - 1.0,0.0,False
423,1990,13 Jun 1990 - 17:00 ,Group E,Dacia Arena,Udine ,Uruguay,0.0,0.0,Spain, ,35713.0,0.0,0.0,URU,ESP,0.0 - 0.0,0.0,False
424,1990,13 Jun 1990 - 21:00 ,Group B,San Paolo,Naples ,Argentina,2.0,0.0,Soviet Union, ,55759.0,1.0,0.0,ARG,URS,2.0 - 0.0,2.0,True
425,1990,14 Jun 1990 - 17:00 ,Group B,Stadio San Nicola,Bari ,Cameroon,2.0,1.0,Romania, ,38687.0,0.0,0.0,CMR,ROU,2.0 - 1.0,1.0,True
426,1990,14 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,Yugoslavia,1.0,0.0,Colombia, ,32257.0,0.0,0.0,YUG,COL,1.0 - 0.0,1.0,True
427,1990,14 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Rome ,Italy,1.0,0.0,USA, ,73423.0,1.0,0.0,ITA,USA,1.0 - 0.0,1.0,True
428,1990,15 Jun 1990 - 17:00 ,Group A,Comunale,Florence ,Austria,0.0,1.0,Czechoslovakia, ,38962.0,0.0,1.0,AUT,TCH,0.0 - 1.0,1.0,False
429,1990,15 Jun 1990 - 21:00 ,Group D,Giuseppe Meazza,Milan ,Germany FR,5.0,1.0,"rn"">United Arab Emirates", ,71169.0,2.0,0.0,FRG,UAE,5.0 - 1.0,4.0,True
430,1990,16 Jun 1990 - 17:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,1.0,0.0,Costa Rica, ,58007.0,1.0,0.0,BRA,CRC,1.0 - 0.0,1.0,True
431,1990,16 Jun 1990 - 21:00 ,Group C,Luigi Ferraris,Genoa ,Sweden,1.0,2.0,Scotland, ,31823.0,0.0,1.0,SWE,SCO,1.0 - 2.0,1.0,False
432,1990,16 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,0.0,0.0,Netherlands, ,35267.0,0.0,0.0,ENG,NED,0.0 - 0.0,0.0,False
433,1990,17 Jun 1990 - 17:00 ,Group F,Della Favorita,Palermo ,"rn"">Republic of Ireland",0.0,0.0,Egypt, ,33288.0,0.0,0.0,IRL,EGY,0.0 - 0.0,0.0,False
434,1990,17 Jun 1990 - 21:00 ,Group E,Dacia Arena,Udine ,Korea Republic,1.0,3.0,Spain, ,32733.0,1.0,1.0,KOR,ESP,1.0 - 3.0,2.0,False
435,1990,17 Jun 1990 - 21:00 ,Group E,Marc Antonio Bentegodi,Verona ,Belgium,3.0,1.0,Uruguay, ,33759.0,2.0,0.0,BEL,URU,3.0 - 1.0,2.0,True
436,1990,18 Jun 1990 - 21:00 ,Group B,San Paolo,Naples ,Argentina,1.0,1.0,Romania, ,52733.0,0.0,0.0,ARG,ROU,1.0 - 1.0,0.0,False
437,1990,18 Jun 1990 - 21:00 ,Group B,Stadio San Nicola,Bari ,Cameroon,0.0,4.0,Soviet Union, ,37307.0,0.0,2.0,CMR,URS,0.0 - 4.0,4.0,False
438,1990,19 Jun 1990 - 17:00 ,Group D,Giuseppe Meazza,Milan ,Germany FR,1.0,1.0,Colombia, ,72510.0,0.0,0.0,FRG,COL,1.0 - 1.0,0.0,False
439,1990,19 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,Yugoslavia,4.0,1.0,"rn"">United Arab Emirates", ,27833.0,2.0,1.0,YUG,UAE,4.0 - 1.0,3.0,True
440,1990,19 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Rome ,Italy,2.0,0.0,Czechoslovakia, ,73303.0,1.0,0.0,ITA,TCH,2.0 - 0.0,2.0,True
441,1990,19 Jun 1990 - 21:00 ,Group A,Comunale,Florence ,Austria,2.0,1.0,USA, ,34857.0,0.0,0.0,AUT,USA,2.0 - 1.0,1.0,True
442,1990,20 Jun 1990 - 21:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,1.0,0.0,Scotland, ,62502.0,0.0,0.0,BRA,SCO,1.0 - 0.0,1.0,True
443,1990,20 Jun 1990 - 21:00 ,Group C,Luigi Ferraris,Genoa ,Sweden,1.0,2.0,Costa Rica, ,30223.0,1.0,0.0,SWE,CRC,1.0 - 2.0,1.0,False
444,1990,21 Jun 1990 - 17:00 ,Group E,Friuli,Udine ,Korea Republic,0.0,1.0,Uruguay, ,29039.0,0.0,0.0,KOR,URU,0.0 - 1.0,1.0,False
445,1990,21 Jun 1990 - 17:00 ,Group E,Marc Antonio Bentegodi,Verona ,Belgium,1.0,2.0,Spain, ,35950.0,1.0,2.0,BEL,ESP,1.0 - 2.0,1.0,False
446,1990,21 Jun 1990 - 21:00 ,Group F,Della Favorita,Palermo ,"rn"">Republic of Ireland",1.0,1.0,Netherlands, ,33288.0,0.0,1.0,IRL,NED,1.0 - 1.0,0.0,False
447,1990,21 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,1.0,0.0,Egypt, ,34959.0,0.0,0.0,ENG,EGY,1.0 - 0.0,1.0,True
448,1990,23 Jun 1990 - 17:00 ,Round of 16,San Paolo,Naples ,Cameroon,2.0,1.0,Colombia,Cameroon win after extra time ,50026.0,0.0,0.0,CMR,COL,2.0 - 1.0,1.0,True
449,1990,23 Jun 1990 - 21:00 ,Round of 16,Stadio San Nicola,Bari ,Czechoslovakia,4.0,1.0,Costa Rica, ,47673.0,1.0,0.0,TCH,CRC,4.0 - 1.0,3.0,True
450,1990,24 Jun 1990 - 17:00 ,Round of 16,Stadio delle Alpi,Turin ,Brazil,0.0,1.0,Argentina, ,61381.0,0.0,0.0,BRA,ARG,0.0 - 1.0,1.0,False
451,1990,24 Jun 1990 - 21:00 ,Round of 16,Giuseppe Meazza,Milan ,Germany FR,2.0,1.0,Netherlands, ,74559.0,0.0,0.0,FRG,NED,2.0 - 1.0,1.0,True
452,1990,25 Jun 1990 - 17:00 ,Round of 16,Luigi Ferraris,Genoa ,"rn"">Republic of Ireland",0.0,0.0,Romania,Republic of Ireland win on penalties (5 - 4) ,31818.0,0.0,0.0,IRL,ROU,0.0 - 0.0,0.0,False
453,1990,25 Jun 1990 - 21:00 ,Round of 16,Stadio Olimpico,Rome ,Italy,2.0,0.0,Uruguay, ,73303.0,0.0,0.0,ITA,URU,2.0 - 0.0,2.0,True
454,1990,26 Jun 1990 - 17:00 ,Round of 16,Marc Antonio Bentegodi,Verona ,Spain,1.0,2.0,Yugoslavia,Yugoslavia win after extra time ,35500.0,0.0,0.0,ESP,YUG,1.0 - 2.0,1.0,False
455,1990,26 Jun 1990 - 21:00 ,Round of 16,Renato Dall Ara,Bologna ,England,1.0,0.0,Belgium,England win after extra time ,34520.0,0.0,0.0,ENG,BEL,1.0 - 0.0,1.0,True
456,1990,30 Jun 1990 - 17:00 ,Quarter-finals,Comunale,Florence ,Yugoslavia,0.0,0.0,Argentina, win on penalties (2 - 3) ,38971.0,0.0,0.0,YUG,ARG,0.0 - 0.0,0.0,False
457,1990,30 Jun 1990 - 21:00 ,Quarter-finals,Stadio Olimpico,Rome ,Italy,1.0,0.0,"rn"">Republic of Ireland", ,73303.0,1.0,0.0,ITA,IRL,1.0 - 0.0,1.0,True
